CustomerID,AccountNumber,AccountType,DateAccountOpened,AccountStatus
2dae8be1-7d27-4565-8037-2a7ec9589b4b,3905211047,Savings,2020-12-29,Closed
75aa7c8a-0035-4a78-98ea-3daeb368d745,3883620907,Checking,2021-11-13,Active
4065d025-c921-4075-b7b9-c57aef7a5b1d,7196102445,Savings,2021-08-28,Closed
ca1d1e51-ee34-4dea-9464-5070dac41af7,6177556108,Loan,2018-09-12,Active
a8cfae71-c509-43e5-92e0-36fe9e57b883,7445967336,Savings,2002-01-29,Closed
eb7b9be9-b953-4d86-8b7e-a5044d16b3b7,2659856625,Credit Card,2016-03-02,Active
536be82b-46ca-45c9-adc3-86913abf4ae8,1951577334,Loan,2018-05-04,Active
dc7fa342-8353-4602-83d6-6bef80343791,3496732526,Checking,2016-04-17,Suspended
21924c5d-3271-4f5d-a9eb-3da14d8ba8e7,1604884763,Loan,2016-08-23,Suspended
c07db030-2bad-4e3f-9f16-a001a20fd936,8017973539,Savings,2009-06-16,Suspended
674aa2df-c5b2-40af-82d2-7945beda8220,8605926982,Savings,2016-01-18,Active
e84c2d81-b8cd-48a2-bbc6-22d33876abb4,9388395517,Loan,2010-12-02,Active
2bb2d196-3b07-473b-ac77-e207f2f42882,3327158099,Checking,2000-10-28,Closed
c5f7bd05-eac6-4947-a1bb-9458d11e4e7c,8972218907,Loan,2002-02-26,Active
a9c0456f-bbeb-4cc2-9d49-fc52d386c123,3364339042,Savings,2012-09-11,Suspended
05959d20-8e1e-468b-935f-ff6b9c6ddb52,1946774963,Credit Card,2017-12-13,Closed
93b97a3b-1f0a-48db-93ab-4da8f2c48353,1337741903,Loan,2016-11-03,Active
a08a4882-3ee2-4fec-b3a0-e877c9482f5d,6382711558,Credit Card,2021-03-03,Active
6d469a15-2b3c-4134-ab27-63a187101f4a,3952490796,Credit Card,2013-12-21,Closed
d57d0cd0-ac28-4725-b877-6c7f79780197,8488471243,Credit Card,2015-01-27,Active
2ff6d80c-2e0a-4385-9555-b1a87ff9644a,8456321848,Credit Card,2019-01-23,Closed
ff4ef106-4cfd-4a23-8fa5-e5c9cc361993,5206138197,Checking,2012-03-02,Closed
45965dd7-010b-4ba9-aded-c02617851ee5,871897455,Loan,2019-10-13,Suspended
212f429b-160c-4c21-953a-fe67dd6094c8,4713675346,Loan,2011-04-08,Suspended
1c2d2616-e787-4ab7-93b9-fd4f22a222c3,912490286,Checking,2007-08-06,Suspended
4e8d26c8-ec03-498c-9517-a08657bdb401,7755302170,Checking,2022-09-20,Closed
e7c36dbf-dfa7-45fc-929b-e111adffd332,3832998711,Credit Card,2009-08-14,Suspended
ff076066-50ac-439a-84dc-8e36ec1ee5e3,9193122116,Credit Card,2012-09-21,Closed
1c5c7786-6fcb-4d9b-b80d-35bbb2051b35,7316292286,Loan,2014-09-10,Suspended
1d99bc47-7b93-46ff-b425-23fc6960b721,7761229210,Checking,2005-06-12,Active
2a3d0ea0-d977-49e0-9024-768aef690ab2,5909372484,Loan,2007-10-28,Suspended
62f99d42-70fe-4171-b0d4-acb192911f48,5880477854,Checking,2006-01-13,Closed
8febb17f-c2fe-453d-84bf-dd1038bfa94d,1003419106,Credit Card,2003-07-18,Suspended
7e76d70a-3ed8-40cb-802e-bc813aa478a3,705495148,Loan,2015-01-06,Active
5f8be088-273d-4f5f-a405-b228d2297517,9091951934,Loan,2000-04-22,Suspended
1f9d134d-4c13-4cf6-b3a1-d690125624ef,2704546863,Savings,2003-03-25,Active
b40e2ec8-f62e-400f-a82c-518eb7a4d941,7819610343,Loan,2008-01-07,Active
d27324d3-49f2-4e5b-a097-972958c70f31,5493781080,Savings,2015-03-25,Closed
fc7abc51-c12e-45d3-9fb1-a0e8b9e1f8e7,1747313228,Checking,2005-03-12,Suspended
f364ec99-382b-4375-8395-406978ff8c11,8685289517,Loan,2006-02-28,Active
62fece91-2ca5-40a2-b478-584d411eedb0,8345643103,Loan,2001-02-12,Suspended
3609aa72-c570-447f-b1c9-d85ceb45a9a2,8878212704,Checking,2006-08-11,Active
60fbf2b3-31d2-4749-8d3c-1e77f0d4a869,4514833914,Checking,2018-09-23,Suspended
2575f44d-8512-4839-ba8b-f0d1e00d87e7,6361214886,Checking,2022-10-20,Suspended
5a692c73-fe96-4d36-996f-4484944d536e,1947501703,Checking,2011-02-02,Active
351f198b-bb70-4aea-9001-d3f280cd4749,8015287053,Credit Card,2000-04-19,Active
8711ebbd-9aa9-4a0b-b295-9107007bd0dd,9980982143,Checking,2011-04-08,Active
d5c29224-c4b0-4b31-8a41-b75933c49ac4,3775818817,Checking,2001-12-10,Closed
9b6b925a-ba54-41e5-acc6-a4f650b5b04d,1096863971,Credit Card,2005-03-24,Active
d1cc6744-9b1c-4e67-a058-98cad1d59653,8500071593,Savings,2020-07-18,Closed
f68aa775-4aa5-4ec4-9cd8-7f3b1786e103,5535519031,Loan,2008-06-25,Closed
45388e8e-12af-4f5b-b498-b96f362850bb,8100590312,Loan,2014-11-04,Closed
b20b219b-4a6e-40ea-bb2b-81ffc2493342,7740492044,Credit Card,2011-01-07,Active
e869673c-c12d-49c1-9872-661d9ea2d973,2116477575,Savings,2016-01-03,Suspended
66794ae9-e6cf-498d-9905-3c0aa0f31bef,8448734810,Savings,2009-08-05,Closed
4998de87-58cb-4308-9313-16e70bffd99f,8752119143,Loan,2022-04-27,Active
6b355b02-a3cd-4e18-96d9-f87017dd5c1a,9023723083,Savings,2008-10-12,Closed
32f13fee-3449-431f-b643-a8127f9d92df,913749034,Savings,2001-11-06,Closed
c6aadd48-7386-4d97-8ba6-4cd91c547f0e,9609539971,Credit Card,2009-09-16,Closed
ad12b505-399c-4e93-8f80-f95ac75147df,5539779796,Loan,2010-10-27,Suspended
b490ae78-8285-4307-8cb2-464c50854c4f,4591394310,Checking,2018-01-01,Closed
7141661d-e23c-46d2-af86-4aea34b38574,3126811291,Checking,2002-03-22,Suspended
f7f13eac-d5af-4bdb-a2a1-bb907a87cb94,8437676467,Savings,2016-11-21,Active
fc7ff314-5f63-450e-8a6a-c12c111ad353,5343792652,Credit Card,2019-09-19,Active
3eb65a65-cb82-46ad-a99a-f523ad3b36bb,1781951436,Loan,2004-10-08,Suspended
acfbe661-d952-4120-8091-35b917ac2356,7247660943,Loan,2014-03-31,Suspended
ceefdb5f-fadf-42bf-8865-d3f65279ceff,1801889405,Checking,2000-03-20,Closed
38c3540d-6843-47f0-a3f8-e4feeb647b9a,4105761407,Savings,2006-04-23,Suspended
d07e30c0-68eb-4151-9010-b77e21fe5ba8,1507585697,Loan,2001-09-07,Closed
f9e920fe-dd60-4705-98dc-8c36b8272290,9552440249,Loan,2011-01-23,Closed
88514079-0232-4693-a749-1fb616843eb2,8190758777,Loan,2014-01-15,Active
eb04d80c-502e-4eae-9e8e-d38b637a51c7,5520670436,Loan,2015-07-04,Closed
028488e0-6085-447f-bc43-3f5affecf26b,294849962,Loan,2008-11-12,Suspended
2a9f2378-7003-413d-85da-fff4cb86d9e7,3993458446,Loan,2012-07-30,Closed
1062ef78-51ed-402e-abc0-f28cb09bb42e,8622121345,Checking,2008-03-18,Active
f10a0d4c-a460-4478-9cd9-03bcb3e0f632,1544226433,Savings,2003-03-05,Closed
c46826ca-170e-43e0-83e1-299eb04e33e5,8720000293,Savings,2018-02-07,Active
c738da97-ae59-4cd8-999e-7a92da721e55,5287163351,Checking,2014-08-23,Suspended
b417e312-5427-4511-801b-7159e114e853,8124954452,Checking,2008-08-17,Closed
d1cc35d8-409a-4fed-b514-016ec27c615c,4612060895,Savings,2020-09-05,Suspended
81fd68d7-aef3-41ff-834e-a74daac9671a,177293906,Savings,2019-09-09,Suspended
4cdd0a3e-8e41-42ef-ab8e-508f878fd247,7471001511,Credit Card,2011-06-03,Suspended
3b1aa918-61e1-4d7c-8f68-55e22607e710,1246349769,Savings,2009-09-10,Active
e0829718-7431-4515-a07f-c62a2a1f2ea0,1478670401,Checking,2001-08-05,Suspended
6d35e759-3cf5-4e74-aca1-5213e4024dea,9484682499,Loan,2007-03-04,Active
0dcfeed9-6f68-4413-9fc1-942018e95b41,3976702203,Credit Card,2014-06-03,Active
592c8dc5-5b99-45cf-9e20-3d50931a7bc2,8946041444,Savings,2019-05-01,Closed
27b5d118-6a59-4108-9c09-46d578675379,9816527409,Credit Card,2021-04-14,Active
801361c5-2a60-4c96-a37e-6716432263e6,2580530951,Loan,2005-12-29,Suspended
d472b5cb-fe98-4c8f-9394-2289df048389,3871613723,Savings,2022-07-23,Suspended
12f13369-8b62-4b5f-9054-af3d1c80b222,6936947465,Credit Card,2000-10-24,Suspended
8544fdb7-f31b-42f6-95b9-7fab422d2c74,9218142273,Savings,2010-10-23,Suspended
5dfa9330-87d6-4c20-b39d-c90a2cfddfc9,8939102815,Savings,2002-11-07,Closed
86bfd64c-41f7-4158-a562-8b799871133b,4385886897,Loan,2014-06-15,Closed
250c61c6-2500-496b-b147-005e39bc1f9c,823077581,Loan,2000-05-24,Closed
c2f70f85-8522-4a1a-af96-7cd44ff6e6ee,9114189940,Credit Card,2002-01-31,Closed
cbf9a9c0-0e16-4133-a686-0a7bd7d9e23f,3669780922,Checking,2020-10-13,Suspended
fdba56f9-fbd4-4054-8813-bcf5945650f5,1719733662,Loan,2008-03-21,Active
0bdcc0e8-9c57-405f-9ef4-d5080cd01f91,6880095679,Savings,2003-08-19,Suspended
8afe7dce-c31e-44c1-aaa9-53da8770ff98,6354247819,Loan,2016-09-28,Suspended
50f7ac45-b187-4d84-bd06-ce77385459ef,1570316915,Loan,2018-01-10,Active
e61b6642-453b-49c6-81c6-024aeb93112d,1541163571,Savings,2005-10-14,Closed
1816dff9-7e0d-45ca-8ffc-c4dea8f82c9a,1819571646,Savings,2001-01-06,Suspended
e3aa0b79-3b87-49f2-bd65-5d6f013b5ccf,5532502629,Loan,2016-01-21,Active
a2f978ce-18fb-4d10-bee0-e0b0c89933d4,6258810677,Loan,2009-10-16,Closed
b59f6ea5-71c5-46c7-9094-ad6525a756f7,4039167518,Checking,2015-03-22,Active
952243d1-fb5d-4b9d-96ab-93453617b87a,9440465740,Loan,2016-11-04,Closed
3340fc4a-5858-4e1c-81c3-f271cea79c9e,4012656139,Loan,2015-06-01,Active
e565a5d5-9087-41d3-8298-f7dd7ff9a31c,7122285089,Credit Card,2012-06-15,Suspended
c07c2bc5-0df4-4262-86f5-c4178517e9c7,5215551909,Credit Card,2005-04-02,Active
97ed5646-ee0f-4bb5-91d0-9dff2b3b7434,2935665934,Savings,2005-08-01,Active
0bf3cc92-eb82-4b0d-b83c-4f7600e62f72,4956270470,Loan,2002-12-20,Closed
b26dacc3-1ed8-492d-8e79-54f567e8f58d,5255380233,Savings,2015-04-24,Closed
c372f534-1425-4cca-b0bb-f4b7127d8ec2,1923706484,Savings,2004-06-19,Closed
790f2c05-9641-4e3d-9fcd-200daa53ff84,71759010,Savings,2011-07-27,Suspended
2a7c1ff8-44f3-47a0-b7ca-ffaffbb9dd87,6825401949,Credit Card,2007-03-19,Suspended
4f354571-3b54-44fa-b2b7-c34250eee973,5687171893,Credit Card,2006-04-27,Active
72a55dff-79cc-4a22-a82e-4898d3b6234c,1015041209,Checking,2009-10-24,Active
7e34ed99-105d-4730-af69-6496f197cfea,4208992805,Loan,2005-09-13,Suspended
407550f7-d6db-4ad3-804a-227727779010,584282029,Loan,2014-01-18,Closed
bcefa1a9-a10d-40f2-a966-b912a576e4f4,9559851116,Loan,2002-02-25,Closed
5badbdd5-bc75-4dc5-a3ca-2e29bade033b,5219492229,Savings,2010-08-29,Active
3b8eb443-4773-47b8-bad2-72843ef45229,1080235472,Savings,2005-09-06,Active
2d921d1a-7804-403e-801d-7f693755394c,3436568093,Savings,2021-09-24,Closed
480df426-3fac-4137-81dc-6340330b5ea3,5174333517,Loan,2012-05-28,Suspended
6ad3edaf-4950-4e12-8163-1814e63d2904,3115584692,Savings,2021-02-10,Suspended
a68417a9-26bc-4674-a383-d9de6a7e6048,1841824365,Checking,2005-12-21,Active
810b616a-d5ca-4655-a1a1-e9f05d837a1e,9565018128,Loan,2015-05-12,Suspended
a125e95b-db80-4440-943f-4174c5c11427,2561152579,Savings,2018-06-29,Closed
3933c44c-437e-48cb-bffb-c9d7f68e4baf,679266306,Checking,2016-11-26,Closed
59b3d880-b849-4316-b0d4-6c0c011e8a2c,5866115104,Loan,2018-12-31,Suspended
ec3beade-0b73-4566-9281-247792ca5c3d,8394033539,Loan,2006-03-01,Suspended
46356b64-6c6f-4a74-9e45-6d226f683816,7262992485,Credit Card,2021-05-03,Closed
f7b31bad-bc01-4321-b476-d325cd5e9a8d,9475821727,Savings,2005-03-28,Closed
bb6d7457-aa64-4824-acd8-a881770f711c,441420037,Credit Card,2003-10-08,Suspended
437f1232-8f3d-4511-9a5e-4cf1cf96309c,98228340,Loan,2000-09-03,Closed
08363392-ca3d-4510-abae-9b9515d4c056,2773146271,Checking,2000-07-22,Closed
7c475fd5-08eb-47c7-ad6d-c23c081b8047,7237813346,Credit Card,2013-02-05,Active
c47fd4f9-6e01-49da-bc45-cf03adfe91dc,7802798256,Credit Card,2003-08-11,Suspended
8039824d-e052-464a-acb9-b884b9210685,7102279331,Checking,2013-04-27,Closed
47982dd5-d7c5-4317-a5b1-e51506eb2f48,9400518200,Loan,2016-10-04,Suspended
97a4aa39-29db-4859-8326-65d19fa4f6ed,6809451445,Savings,2009-03-29,Active
462d76e4-eb87-431b-8c96-d965e89a8352,9379072102,Credit Card,2008-10-02,Active
161a5e9b-a950-4ad3-8c2d-df1743138560,4527109463,Checking,2007-12-13,Suspended
b4b7e7a3-e4ba-47c7-a813-dbd7901707c9,7440879312,Checking,2021-02-18,Closed
b79ed0b3-a5cf-4ace-8f0f-942df0e1109c,8514908139,Checking,2002-03-17,Closed
5e7ddbb0-6de3-4654-bd75-804d0b49591a,3973518386,Loan,2000-02-27,Suspended
53c3048d-9cc1-45e7-98a5-13797271e131,8806728285,Savings,2004-05-02,Active
a97f3322-182b-44d1-8919-52f42e7b1790,9974191342,Credit Card,2001-05-15,Active
a5e3b957-da27-4ee2-ae7d-ddd8391d9f27,302452399,Loan,2007-12-02,Suspended
2db24f31-1e77-45bf-bd56-402d2fc012f2,8983519492,Checking,2015-03-28,Suspended
1ed48532-ff15-4225-9b45-1b8019fd28d3,5117344570,Loan,2019-06-16,Suspended
b16c416b-4f95-41c1-83e9-62a3ef2e5ce7,8006022978,Savings,2022-04-11,Active
ea5aa7a0-8da6-46da-851c-989d3f6b1702,4561462885,Savings,2002-09-10,Active
819d3c6b-f845-44fc-9b29-f24182e681ee,7826359956,Loan,2012-06-07,Closed
0edae5d8-3386-4363-9a03-7557125571a5,7265732903,Checking,2000-10-05,Suspended
f1383dc5-b9d7-4800-9ff3-257a5ef941c5,4589972793,Loan,2013-08-07,Closed
7400afd7-72a6-4c4b-b371-88b9c68f5b7e,8349897199,Savings,2010-03-02,Closed
0439f705-9a48-4950-9ebf-015f97854aa0,9051038717,Loan,2021-01-29,Active
17e2c501-c4bf-4302-b9ab-5fd8f21ea61d,2625333655,Credit Card,2000-02-09,Active
fc75f118-2bdd-4262-9d83-b5f586f32b6a,8926056558,Checking,2018-11-25,Active
252ef496-1e5b-4b98-90d2-519989881287,2065931398,Checking,2005-07-20,Suspended
69cc7bfa-644d-4004-9cce-393f6815402c,2270298757,Savings,2020-06-11,Active
61290498-02e2-46e5-9ca0-c6789f7a722a,3026623445,Checking,2001-01-15,Active
c1f1ac35-5534-43b7-a6d9-ef4db31f3b89,5945125475,Checking,2016-12-18,Closed
845bf239-5178-4964-9b71-da2349a3c8bb,3694468519,Credit Card,2019-06-11,Active
7780b563-7cad-479d-9b59-30ae13f4619a,5328934535,Savings,2003-10-07,Suspended
110c422f-5e48-4282-a1da-2ea16ec28646,9010853532,Credit Card,2013-02-22,Suspended
ce5652f8-d55a-4637-aa69-ebfb5b59befe,82299633,Savings,2003-12-17,Active
e15eeb53-704c-43a4-a7e6-bf8181ff084b,8868494018,Credit Card,2022-09-20,Active
819baf42-feac-4b9d-b9b9-3f88921f7064,2311013564,Loan,2002-01-26,Closed
4294577b-bdf6-4064-8431-d103277c2e18,3406723402,Credit Card,2016-10-13,Active
87c91a58-2a87-4ce9-a286-55e1856a8b3c,6382162969,Savings,2015-12-11,Suspended
7bd6bcf0-3c6e-46af-99a5-df1d3fd7a4f7,249352579,Savings,2015-11-28,Closed
da284ed5-97dc-4c51-9a2d-4db1e65b370b,935741611,Credit Card,2022-02-07,Active
3b4636e5-1376-478c-805e-8febf2eb1bab,639777408,Credit Card,2013-04-24,Closed
92032d2f-d797-42c5-85c0-b206de9e9d22,6033676158,Credit Card,2004-01-29,Closed
21843ca9-e149-47fd-84d1-4da58d1c9e01,4122409264,Loan,2020-11-25,Closed
9a4b35fc-5f69-480f-a345-20ac0a9c0ce8,8873693335,Checking,2009-08-18,Suspended
59849943-2553-423b-ae84-e6c970e1fd6c,9502582792,Credit Card,2007-03-24,Closed
e2546a8d-d663-482b-b118-82b3ed10f5b0,1880085971,Credit Card,2004-01-31,Closed
822bf6f0-fe2d-49f0-9453-cb35510733ba,271445691,Loan,2002-07-04,Suspended
49512862-eb03-4461-a39d-2bfcc143f17d,3825828986,Checking,2007-09-21,Closed
98cc9a39-d44a-4523-a114-437d04102ba2,5095989258,Savings,2011-01-30,Suspended
54a97c95-ea5a-4e8b-89b2-ff212143c4be,4855974326,Checking,2016-04-23,Suspended
8575a24b-7277-468b-bf3e-dff4d895d89e,8623565431,Credit Card,2018-05-07,Active
da40e7a6-75de-4c82-8568-cc44f25ab507,4785920605,Checking,2013-07-20,Closed
6b8cb645-663e-4009-8b9e-df2debf02a8b,1405681335,Credit Card,2006-04-05,Active
c134ea4b-e19a-488d-8176-237c989eea56,9416319816,Loan,2003-07-13,Closed
48d37a39-29b5-4558-a8df-4192b9934166,5188509732,Checking,2012-12-02,Closed
dbcb0257-6f02-4f30-b38c-e6fac650b48d,7275879096,Loan,2010-04-01,Suspended
e03a6520-23ea-432b-98fd-c4e3199d98fb,5411381909,Savings,2020-06-19,Active
8bd464cb-3280-401e-a7f4-5b00b72263c9,7044189341,Loan,2009-06-01,Suspended
72c3c654-089c-4c03-ad3c-10526e4a728e,5825634926,Checking,2000-10-25,Active
e714a106-7f66-4d9c-890d-d0fea6936e2d,7337376344,Credit Card,2015-06-04,Closed
6f22257c-093d-43b8-a1f7-661dd468edf0,5506388886,Credit Card,2000-05-13,Active
98899df6-f286-484f-aaf4-d09c6bbb7abb,9488694726,Credit Card,2003-09-13,Active
26ce87d9-ae4e-4f2a-a963-6334cdf262bf,1191667762,Loan,2021-05-11,Active
8c554fae-0e7b-47af-9419-e3d920dcc23f,8787535144,Savings,2017-02-06,Closed
d507b048-2c92-43c9-9d4f-a8ae6be999eb,3499022682,Credit Card,2013-10-12,Suspended
d49d9a69-e9b6-4447-bf88-1b6974084b51,7249432130,Checking,2007-11-28,Suspended
c69d85c9-2f09-44e7-a12e-609121b9a203,6821893898,Checking,2010-01-06,Suspended
e4fc91a4-5876-4efd-a78d-5f2727f06dbd,6571917598,Loan,2006-08-13,Suspended
984cf137-ce3c-43d2-ada5-7503501dd558,7486848470,Credit Card,2003-10-24,Suspended
dfd85d63-261f-42e9-bb27-6dce221c4f9e,8450572739,Credit Card,2012-10-28,Closed
e12bfb5e-2b01-4bcb-8ee2-3a4e7d912e16,4490536878,Loan,2022-01-22,Active
1f2a1140-44e5-4d75-8f77-fe4e5df0a40f,9884231115,Checking,2021-05-24,Closed
ad0b10ff-efe3-44f4-84c1-fc2b305b8929,6322146492,Savings,2005-12-13,Closed
7932d39c-3913-43ed-a46d-033146a93f57,1698812411,Savings,2016-01-31,Suspended
144f6936-bbd2-4269-9583-b0b7c7e26ba1,5583164122,Credit Card,2011-01-07,Suspended
f29f05c7-7666-498a-a9fa-c6cd176a5a9d,6283453136,Checking,2004-10-02,Active
98cc30fb-313c-4474-b91e-b635f965340d,7274094627,Loan,2009-08-30,Active
0a551610-0023-4511-bcf2-6689be0f1cec,3186995577,Credit Card,2022-10-02,Closed
e0074481-a412-4a78-83e8-0b6c9b16e0e1,260906832,Savings,2001-05-15,Suspended
8287945e-f686-4719-b435-154d72355e8b,3791207574,Savings,2018-11-09,Active
685ceb83-ebe1-47e2-a4ac-78d49a2da39d,9058859688,Credit Card,2000-09-22,Suspended
61f1ba31-6978-484b-af7a-38344096cefc,5131275523,Loan,2002-10-09,Active
e3822687-77fd-4cb4-83a4-5f06c94eb544,9294166029,Loan,2012-03-09,Active
c002a8c9-315e-4e32-9f48-84bf13b9cb2b,99021933,Loan,2010-12-11,Closed
44f0a600-d77a-41a3-874c-69fa082b47be,4300756663,Loan,2010-02-04,Closed
fc28d283-b1bd-4a0e-8f73-87b5989e6d38,6068138740,Credit Card,2012-03-11,Active
584158c7-a4ed-447b-a2dd-a8b2837a1ec9,2071812660,Checking,2001-08-12,Active
a2810cfc-0e40-4272-b204-26d1ae31e6de,6627851865,Savings,2003-12-18,Closed
4eb96d49-57fb-4821-bcdb-c212a685e638,4827672631,Loan,2001-11-28,Active
2ef847a3-d75a-4933-b8fb-18d048e13fc2,327972473,Checking,2018-10-28,Closed
10cadef8-3b7d-4652-9086-db0bc75068bf,6688547578,Savings,2012-07-11,Closed
5da71215-6f21-4eb0-bdcf-33bec8a45e21,6040374099,Checking,2016-06-11,Closed
5d16367e-9e1e-49d4-8c1d-80f9e664d9e1,6431449070,Loan,2005-05-31,Closed
f3d30e16-38e1-4192-abc4-4e5ced088225,5006315367,Checking,2022-06-21,Closed
c784390c-c76c-4be2-aafc-1fccac342e22,7362464580,Checking,2020-09-23,Suspended
5e9356da-a657-454c-bce6-205527e24962,4984136496,Checking,2012-09-09,Active
9b934a26-219c-4009-990c-ab326eadb627,7231696952,Credit Card,2018-05-10,Active
e6194dc0-c670-42bf-b8e9-1658820bd189,1729732904,Savings,2004-03-21,Active
