TransactionID,AccountNumber,DateofTransaction,TypeofTransaction,Amount,TransactionDescription
80733247,6015412321,2022-06-30,Payment,1482.95,Crime say senior company decision.
87162145,9318421249,2023-03-27,Payment,961.17,We past imagine thus.
3812981,6051448716,2020-07-24,Transfer,9547.85,Around ago trade away mean actually call.
5107686,3795648347,2023-01-13,Withdrawal,7303.28,Quickly star partner actually.
41436661,5748567578,2020-09-12,Withdrawal,802.3,Include hour kind seven pull.
78422368,966811621,2020-11-04,Payment,3442.42,Dog participant support throw notice smile staff.
85777141,9290815209,2022-03-15,Transfer,8502.87,Discussion common east drive end friend high cause.
14586635,7697881844,2021-06-24,Deposit,7343.72,Ground government heart quality.
98713497,9340894137,2023-01-26,Withdrawal,3221.87,Mean state never which scene.
78184176,1561575017,2021-03-29,Deposit,6760.0,Prove Congress station law article foot.
88379271,4136971091,2020-09-25,Deposit,6801.55,Hand arm American feeling player me.
77034692,586694389,2022-06-20,Withdrawal,9779.76,Radio character institution.
96426555,3650899721,2021-02-26,Payment,2310.95,Word help cultural away floor yard everyone.
81853878,8637962093,2020-08-16,Payment,2726.8,Democrat president sing article bar something drive pretty.
51433927,7801734661,2022-12-17,Payment,9625.75,Piece business mission pay rich line.
62789340,8679356365,2020-05-09,Deposit,538.54,Accept another practice major same during bed.
48453221,3524822705,2020-11-24,Deposit,4609.03,Sound appear trouble themselves.
79838484,1042607046,2020-08-31,Withdrawal,6626.17,Century successful up sit suggest.
66054480,7052321296,2021-07-19,Transfer,3786.05,Card before agency marriage huge.
17723357,3905611682,2020-01-19,Withdrawal,8408.59,Foot before year usually detail.
24819420,1415698570,2021-02-26,Withdrawal,6888.91,World reflect fear issue edge.
91397499,2341387457,2022-11-19,Payment,1359.38,Step population approach all morning during it.
55461712,5369740230,2022-09-20,Withdrawal,2644.29,Total set wife environmental whole inside movement rock.
15352733,376650179,2022-01-28,Deposit,417.32,Chance follow his.
25421229,7340454711,2022-01-31,Payment,2120.36,Court situation table some.
73521077,8159417255,2022-03-11,Deposit,5984.93,Feeling age control enter from.
28591024,250592259,2021-03-13,Transfer,4797.21,Two lay up mission Democrat.
62569451,897634759,2021-02-27,Payment,3767.46,Everybody measure ahead specific.
94660612,589392625,2023-03-01,Deposit,3195.82,Leg long this head.
92012311,6637860654,2023-03-25,Deposit,6229.26,At shoulder course majority assume.
46871706,6016348944,2022-04-12,Deposit,5743.61,Tend whose identify claim which network.
80000452,1420337678,2021-01-26,Withdrawal,862.29,Radio by capital painting.
81959937,4843860299,2020-04-24,Payment,9620.72,Difference sure best special account indeed idea interview.
33437135,4413332496,2022-01-10,Deposit,3465.26,Today training charge walk morning parent too.
49553720,4907200902,2021-10-17,Withdrawal,1367.25,Third listen I rise character.
61601421,7834048393,2020-05-20,Transfer,9235.04,Tv you prove bit phone face.
29679996,6472288990,2020-12-30,Transfer,7584.49,Office against hour truth degree prove.
70476533,8155361498,2022-09-22,Withdrawal,4616.26,Wear in really find her become black member.
1918042,475694335,2021-12-02,Transfer,7132.32,Trouble can late role past.
49109880,129558910,2022-10-09,Payment,3831.22,Option little wrong industry.
5130336,2053787879,2021-01-09,Payment,7686.08,Dinner class join policy only.
90055400,1399353194,2022-07-21,Payment,206.44,Truth smile resource step maintain group table.
12863042,752348958,2022-03-27,Transfer,5971.26,Away call design sister hard assume dream.
2398205,1764437965,2020-11-04,Transfer,7602.26,Season base win difference.
53067257,5209984004,2021-10-21,Withdrawal,1402.24,Everybody everything whom drug test collection upon defense.
54854508,5520336301,2021-03-25,Deposit,584.78,Leave country customer vote race someone.
54462131,7525147378,2020-06-23,Payment,7121.01,Director minute yourself interesting.
70783392,1494777978,2021-08-25,Deposit,5442.15,Experience debate boy thought real car give.
3138570,6416186619,2021-10-07,Withdrawal,9116.38,None rise or training political cultural.
39561313,4483132185,2023-01-27,Withdrawal,1969.23,Situation own value foreign term.
44558159,8452471855,2022-02-17,Deposit,8757.08,Trip win bad black always.
53562400,5238068252,2020-05-09,Withdrawal,4172.45,Region report at movement fish nothing six.
47784344,6572037829,2021-07-28,Payment,1179.79,Data move call century.
85450772,5198031587,2023-02-24,Transfer,8409.33,Computer however small still director.
94230977,4299654965,2022-06-19,Deposit,2781.07,Health activity kid teacher include window.
41375582,4282220987,2023-02-16,Transfer,2552.88,Major task always your color.
68263080,1048572685,2021-12-05,Deposit,8361.4,Send role serve for.
75866197,6384244015,2022-09-17,Withdrawal,3801.46,Ten religious involve provide.
27805555,6091550306,2020-06-01,Deposit,1365.04,Loss still interview culture.
21234475,3859976293,2022-03-10,Payment,3423.57,North operation call address.
78597910,4709155942,2020-07-16,Transfer,2642.77,Scientist information trial be call.
50122423,8093851047,2021-01-07,Payment,9132.03,Woman style minute nearly shoulder.
41550629,4416722717,2022-12-25,Withdrawal,2030.93,Meet together morning.
10544213,7678477638,2022-12-29,Withdrawal,8769.62,Especially few place hold save.
7082370,9996621110,2021-04-27,Transfer,256.53,But many maintain begin much growth.
79709989,956798328,2022-08-20,Withdrawal,2867.04,Month thus rate ok.
90965498,8776637732,2023-01-31,Withdrawal,6559.72,Training charge grow rock image.
33878550,3698986954,2020-04-16,Deposit,9791.28,Wife hospital assume new represent.
35764817,4900675208,2020-12-28,Transfer,596.16,Care issue operation movie suffer.
33200000,9472922342,2022-07-11,Deposit,6712.23,Entire stop stop special city I indeed set.
47285571,1142956963,2023-02-09,Payment,1777.52,Cover treat foot hot debate government.
38139041,1259200491,2022-07-26,Payment,4101.93,Plant race policy few give.
1419631,8994015361,2020-11-03,Deposit,5082.37,Right off marriage have.
78330676,6467960572,2020-08-06,Transfer,7627.51,Large down pattern fish.
85303127,221138288,2020-11-04,Payment,9035.39,Your apply deal practice everyone speech.
56589904,5555440131,2022-01-04,Transfer,8571.3,Financial rather short start claim.
80827624,4527441399,2020-06-13,Withdrawal,7805.42,Capital last security seven information ago.
3517805,218535195,2023-01-03,Transfer,3151.22,Moment want sing.
24675006,4132744178,2023-03-25,Transfer,7099.63,Produce learn indeed responsibility serve moment provide evidence.
90566861,6574549942,2022-02-20,Deposit,8443.58,Capital region amount the school ball.
346734,8521462012,2020-02-26,Deposit,7703.49,Service easy tonight size positive.
31690460,5864547389,2020-11-10,Payment,1710.71,Charge discussion talk affect enter.
78065643,4915522761,2021-10-25,Deposit,9995.25,Represent director enjoy.
29250851,8589384014,2020-09-26,Deposit,4036.89,Color once animal question after here.
45478142,7882932661,2021-09-30,Transfer,9715.91,Relationship character thank best nature.
24925554,6340811582,2020-01-21,Transfer,315.28,Democrat high produce ok about.
18114819,6501022820,2020-10-04,Deposit,7783.75,Account heart both impact low cultural.
58070507,1966439778,2021-05-29,Payment,5666.21,Appear raise every whom politics beyond.
73402110,7152320385,2022-08-24,Deposit,5057.72,Must everyone tax method.
18507461,2552143325,2022-11-09,Transfer,7379.92,Network charge century gas raise.
51615905,4842008979,2020-05-23,Withdrawal,1377.36,Court consider black support health expert building.
93322607,8457643608,2022-01-03,Deposit,5756.34,Senior audience remain maintain east child safe.
19636977,6449747718,2020-11-15,Payment,4638.48,Wall as audience large who black.
63471244,8418163301,2022-06-30,Withdrawal,1824.33,Simple research require series point sound.
9073970,2322261900,2020-02-19,Withdrawal,9346.55,Soldier serious personal work.
93665911,164798303,2020-02-22,Transfer,1948.8,Response have situation beat.
34535767,5593808418,2021-02-26,Transfer,3989.75,Rise beyond local agreement.
9636441,2513993497,2021-06-21,Payment,1171.98,Important American this scene including.
24471090,8441276184,2020-05-23,Transfer,6738.5,Occur least card name.
79821586,9056670664,2021-12-04,Transfer,9367.71,Approach change suffer style peace ever.
73910525,3372651755,2022-09-08,Deposit,2853.12,Million right according onto.
43325080,3489419574,2021-01-06,Deposit,2211.52,Do should water high factor pass protect.
28611891,4212853651,2021-09-30,Deposit,2590.33,Mind paper skill fine debate.
29048225,6183880934,2022-08-10,Deposit,4410.11,Yes third box fact.
82918776,322110224,2022-05-27,Withdrawal,4897.45,Factor size necessary late.
80090191,877047129,2020-04-03,Withdrawal,4929.73,Long a through bring course race.
93737367,3001332541,2022-10-21,Transfer,8778.86,Within candidate decade manage measure.
53009520,7571235467,2021-09-14,Transfer,2793.46,Pretty form stand into.
22464394,8046310675,2021-04-27,Deposit,3225.67,World trial figure impact.
41852967,7161096275,2022-03-11,Deposit,359.03,Hand knowledge reality decide onto sure development.
37312973,6890342963,2022-10-27,Transfer,636.74,Still thus way reflect mother base happen star.
71312352,3892127203,2022-07-09,Payment,8394.39,Source participant ask.
41388518,4779131971,2020-02-23,Transfer,6499.05,Sell at away notice.
78307290,6047440159,2020-12-30,Payment,978.85,Movie marriage already land.
96061819,3099177537,2022-02-27,Payment,2953.61,Short eye avoid book.
92970633,9955779268,2021-11-07,Withdrawal,417.35,Move raise entire policy consider mouth line.
85470986,7999127146,2021-01-15,Payment,8136.56,Company method fish no picture nation.
98715749,1921211145,2020-02-16,Withdrawal,4720.89,Perform under last night generation possible.
58013085,982690689,2021-11-29,Payment,116.38,Yes step all.
74419683,7194741331,2021-03-16,Payment,2444.07,Current treatment more.
99957235,4943153076,2020-04-15,Transfer,8022.85,Across throughout factor visit charge effort beat science.
17096324,1024763706,2020-04-08,Payment,2034.57,Scientist ability guy understand speak people.
40893430,2528635817,2020-07-16,Withdrawal,2983.28,Part key option these.
7203021,3404883544,2021-06-01,Deposit,9697.13,Goal rest firm model me make.
35170741,4735229706,2022-04-28,Payment,4646.58,Cut detail appear federal significant unit social.
51089730,2689611992,2020-01-26,Withdrawal,213.77,Everybody method hundred part throughout.
49601550,2908586866,2020-04-15,Transfer,7567.75,Test free herself beautiful remain.
54427522,7491349644,2021-04-01,Deposit,1314.06,Beautiful resource continue camera painting trouble without significant.
76655958,8407861332,2020-06-03,Deposit,5842.26,Product piece day join.
68963390,984902168,2020-10-01,Transfer,1451.85,Former time culture possible include.
23538556,659177550,2020-04-08,Transfer,3135.46,Occur include second.
19655196,1569917491,2020-12-05,Deposit,8971.01,Seven everybody behavior onto herself religious.
59000663,2110611944,2022-06-24,Transfer,938.72,What early couple fly.
8837112,3984411492,2020-07-07,Deposit,1094.5,Pay personal company model paper lose.
22431689,4257765383,2020-03-11,Transfer,6365.71,Power door cost speech environment letter discuss.
61317930,6930704478,2022-05-16,Deposit,8361.12,Enough recent relationship wish sing quickly five.
96553556,8584454995,2020-06-14,Transfer,5807.43,Worker send from church newspaper me.
86989002,3548035261,2022-08-24,Payment,6946.82,Music threat most ago.
21696284,2405871361,2020-03-12,Transfer,2581.53,Evening single there window scene factor like.
49525531,6293625482,2020-09-08,Payment,4952.89,Reveal American company recent maintain benefit most.
57183144,9577732378,2021-08-10,Payment,268.95,Current create cup low summer class in drug.
47377049,5003481777,2021-01-22,Payment,3178.44,Water nation live tough because song.
55625742,6262727708,2020-10-21,Deposit,3084.48,Still particularly public born north according continue by.
8012920,6434170891,2021-05-23,Withdrawal,8514.92,None technology dinner strong free always concern turn.
65608727,133312267,2020-08-02,Payment,9918.45,Activity hundred table sit point occur.
81760051,879166989,2023-03-01,Payment,9515.83,Final suffer move hot memory matter.
49075809,233209768,2021-02-04,Deposit,4259.76,Record determine language enough bar traditional throughout half.
76367180,5316441423,2020-01-31,Payment,7803.94,Government almost idea artist its so.
80322643,6711743839,2020-12-31,Withdrawal,2444.69,Modern statement audience lose.
16253969,7905071625,2021-09-05,Payment,2023.34,Fly believe purpose image Congress.
90638120,2738492247,2022-10-06,Payment,3562.71,Party moment management property girl.
54594447,9418736677,2022-06-26,Transfer,9460.2,Artist large whether down along difference space.
14139418,7709697625,2021-11-28,Transfer,7242.49,Article to seem full.
54443700,2136896069,2022-11-26,Payment,2893.77,Boy our benefit space wife heavy.
40320170,6860561353,2020-11-25,Deposit,6197.85,Off adult carry better clearly news bit course.
40598180,858242690,2021-02-27,Deposit,2890.08,Cost citizen exactly rule type risk.
56416300,4630235580,2020-04-01,Payment,1965.28,Memory choice product image by organization industry.
97427477,5528926668,2020-03-05,Payment,4142.63,Purpose risk laugh space indicate our experience.
66144660,6929270629,2020-11-24,Transfer,7998.78,Reveal base main college put like him.
35483998,9170193497,2020-11-21,Deposit,5815.78,Manager week especially.
64538037,9874349813,2021-09-21,Withdrawal,1521.22,Best its card.
52199817,6788390776,2021-12-09,Deposit,884.72,Traditional although college fish.
11143261,5739286494,2023-01-23,Withdrawal,5470.96,Break begin especially role.
24324104,6120809003,2020-08-10,Withdrawal,2852.67,Agree boy deal nature game family.
27332584,8925133915,2020-12-31,Transfer,6290.21,Sing case do fill I.
30747329,2977076533,2021-11-13,Deposit,9885.09,Feel inside marriage toward box listen along.
37425425,279092826,2021-10-09,Transfer,7043.18,First establish Congress seven key without whose exactly.
74099134,2241044212,2022-06-27,Deposit,4231.32,Clearly continue find indeed.
86215184,8085291710,2021-12-14,Withdrawal,8069.11,Large and film phone.
67005649,5249027158,2020-06-29,Withdrawal,1870.46,Significant administration soon agree put career never along.
4167325,8611100445,2021-05-19,Transfer,824.95,Institution actually floor team agency.
18303073,3376211195,2022-03-04,Withdrawal,8493.64,Animal call set chance result bar owner question.
34839140,31242850,2022-04-12,Deposit,4979.18,Watch meet herself evening loss.
69567081,5173364225,2023-02-20,Payment,733.03,Available key church job.
63973547,2332509003,2020-11-30,Deposit,4766.49,Up fly indeed across structure recently similar.
39048340,8908529017,2021-02-18,Payment,2656.06,Boy tend keep.
83446994,786483111,2021-02-16,Deposit,5986.37,Right hot seven attorney pull just simply reduce.
66092835,5577310223,2021-05-08,Payment,4970.96,Above research design determine.
29816525,7901340981,2021-07-10,Payment,2429.04,Question safe let pattern three realize program.
83280224,3470180334,2020-06-18,Transfer,1201.62,Them likely reveal plant.
34338020,5267149009,2023-03-30,Withdrawal,6114.91,Test put table investment article.
63889150,2390079247,2021-10-18,Payment,6650.67,Different why light score.
94076223,9286373403,2020-02-17,Deposit,3558.08,Usually business project follow goal hope rather event.
65376645,5350998211,2022-04-27,Deposit,8187.06,These here value drive him.
51862099,7919212084,2020-08-12,Payment,6770.39,Project church will team will decide natural think.
79835513,2004050997,2021-02-13,Transfer,5554.25,Reflect ten beautiful appear school song.
84490273,1242512131,2022-06-24,Payment,8941.57,And with land but.
32175253,2436918132,2022-10-17,Payment,8246.95,Reflect must arrive.
16789007,778077201,2021-08-21,Payment,4383.57,Business anything let.
5717223,5365018918,2020-11-16,Transfer,4682.97,People seek can begin employee become remain.
64612155,3315997735,2020-07-29,Deposit,4377.57,Artist discover day reach later.
37675956,2360380059,2021-02-17,Transfer,4406.44,Indicate tree push to blue exactly election hit.
32155532,6629395887,2020-02-06,Payment,9184.63,During sea finally say another.
95573868,1748284801,2021-03-12,Transfer,4876.08,Money about child chair thought prepare.
39212544,3492815403,2020-11-11,Transfer,5909.15,Mr machine very.
64284141,4511183797,2022-03-21,Payment,9485.33,Ground do it cover stop laugh song catch.
2300163,5463623297,2021-12-30,Withdrawal,1369.25,Same lawyer success imagine feel girl.
